task,num_simulations,num_observation,algorithm,C2ST,MMD,MEDDIST,NLTP,RT,KSD,folder
bernoulli_glm_raw,10³,7,1000 2 .8 KDE,0.9975,0.56476855,7.071068,,0.08905010223388672,8.059562777249889,83b3f248-9e4f-4aa4-b072-f1264302e125
slcp_distractors,10⁵,3,100 .5 .8 KDE,0.9845,0.105014324,386.44708,,2.047384262084961,,08f874c8-f1bd-41cd-92e1-8c65461069c3
gaussian_linear_uniform,10⁴,3,100 .5 .2,0.9984,0.29979306,1.69461,,0.02871878147125244,11.962626062988619,efcbf0ce-c1df-4a88-a4ae-481b1d4076ce
bernoulli_glm,10⁵,4,1000 2 .8 KDE,0.94365,0.15050298,15.896432999999998,,0.5397157033284505,10.418761049830524,95b96585-315f-4e0b-ac7f-dc890280e58c
bernoulli_glm_raw,10³,4,1000 .5 .2 KDE,0.99675,0.5619930999999999,7.0,,0.0567582647005717,9.318731261409813,30e5ad03-4c15-48fd-bb8d-3e3cbb20b444
bernoulli_glm,10⁴,5,1000 2 .8,0.9997,0.44287956,28.790947,,0.058380122979482016,8.894794250909644,2cbb9810-a754-4d3c-a042-7e7b234bce20
lotka_volterra,10⁵,8,1000 2 .2 KDE,0.99825,0.5252979999999999,47.36499,,10.882766723632812,18.36831824659203,4eba339d-0c22-4624-afc5-09cee62e655c
gaussian_linear_uniform,10⁴,7,1000 .5 .8 KDE,0.95835,0.24926585,2.1835852000000004,,0.0764397939046224,5.3081261032188065,c90cae3b-cc7e-434b-a1e7-ff3d233ac8eb
gaussian_linear_uniform,10⁵,1,1000 .5 .8,0.95835,0.14602244,1.8092444,,0.19867486953735355,10.288332587330137,3005c419-3ff6-4edd-a243-07ca56ca2014
gaussian_linear,10³,1,1000 .5 .8,0.9917,0.28269488,2.1220777,,0.01423577070236206,13.872836663298775,ac840748-e39b-4a7c-9abd-f0cd5ec4f307
gaussian_mixture,10⁴,5,1000 2 .5 KDE,0.8073,0.37391976,2.2213006,,0.07553188006083171,10.1011837284982,83eb27b9-4ca2-4e61-a316-8fb7c1f59c76
lotka_volterra,10³,5,1000 2 .5 KDE,0.99995,0.55640477,,,0.5045041084289551,,accc1bea-6695-4d5f-a263-695c8ab7640d
gaussian_linear_uniform,10⁵,2,100 .5 .5,0.99985,0.123506546,1.318131,,0.4421655019124349,11.149336963083856,62073b1b-71ab-42c1-9525-84d68a4b94d4
lotka_volterra,10⁴,2,1000 .5 .8,1.0,0.5562444999999999,71.87146,,1.3578882853190104,23.251880712080368,228697b2-91b7-4639-b15d-aca0a66e153f
slcp_distractors,10⁴,4,1000 .5 .2,0.9982,0.39087632,571.52747,,0.20556189219156898,,21b9f6de-3807-4aa8-9b7d-904434281425
slcp,10³,5,100 2 .5 KDE,0.97635,0.075814605,18.774117,,0.023045961062113443,38.8588744329624,59365349-cb9b-4805-b82f-266416d02874
